route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"1",11366_11,11366_1,"KILIŃSKIEGO MOCHNACKIEGO",,1,1    /01,2417124,0,0
"1",11366_11,11366_10,"DOŁY",,0,1    /01,2417125,0,0
"1",11366_11,11366_100,"DOŁY",,0,1    /11,2417125,0,0
"14",11366_11,11366_1000,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N1A",11366_11,11366_10000,"ALEKSANDRÓW ŁÓDZKI TARGOWY RYNEK",,0,N1   /51,2417847,0,0
"N1A",11366_11,11366_10001,"JANÓW",,1,N1   /51,2417846,0,0
"N1A",11366_11,11366_10002,"ALEKSANDRÓW ŁÓDZKI TARGOWY RYNEK",,0,N1   /51,2417847,0,0
"N1A",11366_11,11366_10003,"JANÓW",,1,N1   /51,2417846,0,0
"N1A",11366_11,11366_10004,"JANÓW",,0,N1   /53,2417843,0,0
"N1A",11366_11,11366_10006,"ALEKSANDRÓW ŁÓDZKI TARGOWY RYNEK",,0,N1   /53,2417847,0,0
"N1A",11366_11,11366_10007,"JANÓW",,1,N1   /53,2417846,0,0
"N1A",11366_11,11366_10008,"ALEKSANDRÓW ŁÓDZKI TARGOWY RYNEK",,0,N1   /53,2417847,0,0
"N1A",11366_11,11366_10009,"JANÓW",,1,N1   /53,2417846,0,0
"14",11366_11,11366_1001,"KAROLEW",,0,14   /03,2417222,0,0
"N1A",11366_11,11366_10011,"N1A ZJAZD DO LIMANOWSKIEGO",,1,N1   /53,2417844,0,0
"N1B",11366_11,11366_10012,"JANÓW",,0,N1   /52,2417853,0,0
"N1B",11366_11,11366_10014,"TEOFILÓW ROJNA",,0,N1   /52,2417852,0,0
"N1B",11366_11,11366_10015,"JANÓW",,1,N1   /52,2417851,0,0
"N1B",11366_11,11366_10016,"TEOFILÓW ROJNA",,0,N1   /52,2417852,0,0
"N1B",11366_11,11366_10017,"JANÓW",,1,N1   /52,2417851,0,0
"N1B",11366_11,11366_10018,"TEOFILÓW ROJNA",,0,N1   /54,2417850,0,0
"14",11366_11,11366_1002,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N1B",11366_11,11366_10020,"JANÓW",,1,N1   /54,2417851,0,0
"N1B",11366_11,11366_10021,"TEOFILÓW ROJNA",,0,N1   /54,2417852,0,0
"N1B",11366_11,11366_10022,"JANÓW",,1,N1   /54,2417851,0,0
"N1B",11366_11,11366_10023,"TEOFILÓW ROJNA",,0,N1   /54,2417852,0,0
"N1B",11366_11,11366_10025,"N1B ZJAZD DO LIMANOWSKIEGO",,1,N1   /54,2417849,0,0
"N1B",11366_11,11366_10026,"TEOFILÓW ROJNA",,0,N1   /55,2417854,0,0
"N1B",11366_11,11366_10028,"JANÓW",,1,N1   /55,2417851,0,0
"N1B",11366_11,11366_10029,"TEOFILÓW ROJNA",,0,N1   /55,2417852,0,0
"14",11366_11,11366_1003,"KAROLEW",,0,14   /03,2417222,0,0
"N1B",11366_11,11366_10030,"JANÓW",,1,N1   /55,2417851,0,0
"N1B",11366_11,11366_10031,"TEOFILÓW ROJNA",,0,N1   /55,2417852,0,0
"N1B",11366_11,11366_10033,"N1B ZJAZD DO LIMANOWSKIEGO",,1,N1   /55,2417849,0,0
"N1B",11366_11,11366_10034,"TEOFILÓW ROJNA",,0,N1   /56,2417850,0,0
"N1B",11366_11,11366_10036,"JANÓW",,1,N1   /56,2417851,0,0
"N1B",11366_11,11366_10037,"TEOFILÓW ROJNA",,0,N1   /56,2417852,0,0
"N1B",11366_11,11366_10038,"JANÓW",,1,N1   /56,2417851,0,0
"N1B",11366_11,11366_10039,"TEOFILÓW ROJNA",,0,N1   /56,2417852,0,0
"14",11366_11,11366_1004,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N1B",11366_11,11366_10041,"N1B ZJAZD DO LIMANOWSKIEGO",,1,N1   /56,2417849,0,0
"N2",11366_11,11366_10042,"RADOGOSZCZ WSCHÓD",,0,N2   /51,2417475,0,0
"N2",11366_11,11366_10044,"RETKINIA",,1,N2   /51,2417480,0,0
"N2",11366_11,11366_10045,"RADOGOSZCZ WSCHÓD",,0,N2   /51,2417472,0,0
"N2",11366_11,11366_10046,"RETKINIA",,1,N2   /51,2417480,0,0
"N2",11366_11,11366_10047,"RADOGOSZCZ WSCHÓD",,0,N2   /51,2417472,0,0
"N2",11366_11,11366_10048,"RETKINIA",,1,N2   /51,2417480,0,0
"14",11366_11,11366_1005,"KAROLEW",,0,14   /03,2417222,0,0
"N2",11366_11,11366_10050,"N2 ZJAZD DO LIMANOWSKIEGO",,1,N2   /51,2417477,0,0
"N2",11366_11,11366_10051,"RADOGOSZCZ WSCHÓD",,0,N2   /52,2417474,0,0
"N2",11366_11,11366_10053,"RETKINIA",,1,N2   /52,2417480,0,0
"N2",11366_11,11366_10054,"RADOGOSZCZ WSCHÓD",,0,N2   /52,2417472,0,0
"N2",11366_11,11366_10055,"RETKINIA",,1,N2   /52,2417480,0,0
"N2",11366_11,11366_10056,"RADOGOSZCZ WSCHÓD",,0,N2   /52,2417472,0,0
"N2",11366_11,11366_10057,"RETKINIA",,1,N2   /52,2417480,0,0
"N2",11366_11,11366_10059,"N2 ZJAZD DO LIMANOWSKIEGO",,1,N2   /52,2417477,0,0
"14",11366_11,11366_1006,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N2",11366_11,11366_10060,"RADOGOSZCZ WSCHÓD",,0,N2   /53,2417474,0,0
"N2",11366_11,11366_10062,"RETKINIA",,1,N2   /53,2417480,0,0
"N2",11366_11,11366_10063,"RADOGOSZCZ WSCHÓD",,0,N2   /53,2417472,0,0
"N2",11366_11,11366_10064,"RETKINIA",,1,N2   /53,2417480,0,0
"N2",11366_11,11366_10065,"RADOGOSZCZ WSCHÓD",,0,N2   /53,2417472,0,0
"N2",11366_11,11366_10067,"N2 ZJAZD DO LIMANOWSKIEGO",,1,N2   /53,2417479,0,0
"N2",11366_11,11366_10068,"RETKINIA",,0,N2   /54,2417473,0,0
"14",11366_11,11366_1007,"KAROLEW",,0,14   /03,2417222,0,0
"N2",11366_11,11366_10070,"RADOGOSZCZ WSCHÓD",,0,N2   /54,2417472,0,0
"N2",11366_11,11366_10071,"RETKINIA",,1,N2   /54,2417480,0,0
"N2",11366_11,11366_10072,"RADOGOSZCZ WSCHÓD",,0,N2   /54,2417472,0,0
"N2",11366_11,11366_10073,"RETKINIA",,1,N2   /54,2417480,0,0
"N2",11366_11,11366_10074,"RADOGOSZCZ WSCHÓD",,0,N2   /54,2417472,0,0
"N2",11366_11,11366_10076,"N2 ZJAZD DO LIMANOWSKIEGO",,1,N2   /54,2417479,0,0
"N2",11366_11,11366_10077,"RETKINIA",,0,N2   /55,2417476,0,0
"N2",11366_11,11366_10079,"RADOGOSZCZ WSCHÓD",,0,N2   /55,2417472,0,0
"14",11366_11,11366_1008,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N2",11366_11,11366_10080,"RETKINIA",,1,N2   /55,2417480,0,0
"N2",11366_11,11366_10081,"RADOGOSZCZ WSCHÓD",,0,N2   /55,2417472,0,0
"N2",11366_11,11366_10082,"RETKINIA",,1,N2   /55,2417480,0,0
"N3A",11366_11,11366_10083,"INSTYTUT CZMP",,0,N3   /01,2417961,0,0
"N3A",11366_11,11366_10085,"TEOFILÓW ROJNA",,0,N3   /01,2417964,0,0
"N3A",11366_11,11366_10086,"TEOFILÓW ROJNA",,0,N3   /01,2417964,0,0
"N3A",11366_11,11366_10087,"INSTYTUT CZMP PRZEZ ŚW WOJCIECHA",,1,N3   /01,2417962,0,0
"N3A",11366_11,11366_10089,"N3A ZJAZD DO NOWE SADY",,1,N3   /01,2417967,0,0
"14",11366_11,11366_1009,"KAROLEW",,0,14   /03,2417222,0,0
"N3A",11366_11,11366_10090,"INSTYTUT CZMP",,0,N3   /02,2417961,0,0
"N3A",11366_11,11366_10092,"INSTYTUT CZMP PRZEZ ŚW WOJCIECHA",,1,N3   /02,2417962,0,0
"N3A",11366_11,11366_10093,"TEOFILÓW ROJNA",,0,N3   /03,2417964,0,0
"N3A",11366_11,11366_10094,"TEOFILÓW ROJNA",,0,N3   /03,2417964,0,0
"N3A",11366_11,11366_10096,"N3A ZJAZD DO NOWE SADY",,1,N3   /03,2417960,0,0
"N3A",11366_11,11366_10097,"TEOFILÓW ROJNA",,0,N3   /04,2417965,0,0
"N3A",11366_11,11366_10099,"INSTYTUT CZMP PRZEZ ŚW WOJCIECHA",,1,N3   /04,2417962,0,0
"1",11366_11,11366_101,"KILIŃSKIEGO MOCHNACKIEGO",,1,1    /11,2417124,0,0
"14",11366_11,11366_1010,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N3A",11366_11,11366_10100,"INSTYTUT CZMP PRZEZ ŚW WOJCIECHA",,1,N3   /04,2417962,0,0
"N3A",11366_11,11366_10101,"TEOFILÓW ROJNA",,0,N3   /05,2417964,0,0
"N3A",11366_11,11366_10102,"PLAC NIEPODLEGŁOŚCI",,0,N3   /05,2417963,0,0
"N3A",11366_11,11366_10103,"INSTYTUT CZMP",,0,N3   /06,2417966,0,0
"N3A",11366_11,11366_10105,"INSTYTUT CZMP PRZEZ ŚW WOJCIECHA",,1,N3   /06,2417962,0,0
"N3A",11366_11,11366_10106,"INSTYTUT CZMP PRZEZ ŚW WOJCIECHA",,1,N3   /06,2417962,0,0
"N3A",11366_11,11366_10108,"N3A ZJAZD DO NOWE SADY",,1,N3   /06,2417967,0,0
"N3B",11366_11,11366_10109,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /01,2417971,0,0
"14",11366_11,11366_1011,"KAROLEW",,0,14   /03,2417222,0,0
"N3B",11366_11,11366_10110,"TEOFILÓW ROJNA",,0,N3   /02,2417972,0,0
"N3B",11366_11,11366_10111,"TEOFILÓW ROJNA",,0,N3   /02,2417972,0,0
"N3B",11366_11,11366_10113,"N3B ZJAZD DO NOWE SADY",,1,N3   /02,2417969,0,0
"N3B",11366_11,11366_10114,"TEOFILÓW ROJNA",,0,N3   /03,2417970,0,0
"N3B",11366_11,11366_10116,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /03,2417971,0,0
"N3B",11366_11,11366_10117,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /03,2417971,0,0
"N3B",11366_11,11366_10118,"TEOFILÓW ROJNA",,0,N3   /04,2417972,0,0
"N3B",11366_11,11366_10119,"TEOFILÓW ROJNA",,0,N3   /04,2417972,0,0
"14",11366_11,11366_1012,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N3B",11366_11,11366_10121,"N3B ZJAZD DO NOWE SADY",,1,N3   /04,2417969,0,0
"N3B",11366_11,11366_10122,"TEOFILÓW ROJNA",,0,N3   /05,2417973,0,0
"N3B",11366_11,11366_10124,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /05,2417971,0,0
"N3B",11366_11,11366_10125,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /05,2417971,0,0
"N3B",11366_11,11366_10126,"TEOFILÓW ROJNA",,0,N3   /06,2417972,0,0
"N3B",11366_11,11366_10127,"TEOFILÓW ROJNA",,0,N3   /06,2417972,0,0
"N4A",11366_11,11366_10128,"STOKI SKALNA",,0,N4   /01,2417863,0,0
"14",11366_11,11366_1013,"KAROLEW",,0,14   /03,2417222,0,0
"N4A",11366_11,11366_10130,"CHOCIANOWICE IKEA",,1,N4   /01,2417860,0,0
"N4A",11366_11,11366_10131,"STOKI SKALNA",,0,N4   /01,2417862,0,0
"N4A",11366_11,11366_10132,"CHOCIANOWICE IKEA",,1,N4   /01,2417860,0,0
"N4A",11366_11,11366_10133,"STOKI SKALNA",,0,N4   /01,2417862,0,0
"N4A",11366_11,11366_10134,"CHOCIANOWICE IKEA",,1,N4   /01,2417860,0,0
"N4A",11366_11,11366_10136,"N4A ZJAZD DO NOWE SADY",,1,N4   /01,2417859,0,0
"N4A",11366_11,11366_10137,"STOKI SKALNA",,0,N4   /02,2417863,0,0
"N4A",11366_11,11366_10139,"CHOCIANOWICE IKEA",,1,N4   /02,2417860,0,0
"14",11366_11,11366_1014,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N4A",11366_11,11366_10140,"STOKI SKALNA",,0,N4   /02,2417862,0,0
"N4A",11366_11,11366_10141,"CHOCIANOWICE IKEA",,1,N4   /02,2417860,0,0
"N4A",11366_11,11366_10142,"STOKI SKALNA",,0,N4   /02,2417862,0,0
"N4A",11366_11,11366_10143,"CHOCIANOWICE IKEA",,0,N4   /03,2417864,0,0
"N4A",11366_11,11366_10145,"STOKI SKALNA",,0,N4   /03,2417862,0,0
"N4A",11366_11,11366_10146,"CHOCIANOWICE IKEA",,1,N4   /03,2417860,0,0
"N4A",11366_11,11366_10147,"STOKI SKALNA",,0,N4   /03,2417862,0,0
"N4A",11366_11,11366_10148,"CHOCIANOWICE IKEA",,1,N4   /03,2417860,0,0
"N4A",11366_11,11366_10149,"STOKI SKALNA",,0,N4   /03,2417862,0,0
"14",11366_11,11366_1015,"KAROLEW",,0,14   /03,2417222,0,0
"N4A",11366_11,11366_10151,"N4A ZJAZD DO NOWE SADY",,1,N4   /03,2417857,0,0
"N4A",11366_11,11366_10152,"CHOCIANOWICE IKEA",,0,N4   /04,2417858,0,0
"N4A",11366_11,11366_10154,"STOKI SKALNA",,0,N4   /04,2417862,0,0
"N4A",11366_11,11366_10155,"CHOCIANOWICE IKEA",,1,N4   /04,2417860,0,0
"N4A",11366_11,11366_10156,"STOKI SKALNA",,0,N4   /04,2417862,0,0
"N4A",11366_11,11366_10157,"CHOCIANOWICE IKEA",,1,N4   /04,2417860,0,0
"N4A",11366_11,11366_10158,"PABIANICKA R. LOTNIKÓW LWOWSKICH",,0,N4   /04,2417861,0,0
"N4A",11366_11,11366_10159,"CHOCIANOWICE IKEA",,0,N4   /05,2417858,0,0
"14",11366_11,11366_1016,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N4A",11366_11,11366_10161,"STOKI SKALNA",,0,N4   /05,2417862,0,0
"N4A",11366_11,11366_10162,"CHOCIANOWICE IKEA",,1,N4   /05,2417860,0,0
"N4A",11366_11,11366_10163,"STOKI SKALNA",,0,N4   /05,2417862,0,0
"N4A",11366_11,11366_10164,"CHOCIANOWICE IKEA",,1,N4   /05,2417860,0,0
"N4A",11366_11,11366_10166,"N4A ZJAZD DO NOWE SADY",,1,N4   /05,2417859,0,0
"N5A",11366_11,11366_10167,"JANÓW",,1,N5   /03,2417879,0,0
"N5A",11366_11,11366_10168,"RADOGOSZCZ ZACHÓD",,0,N5   /03,2417881,0,0
"N5A",11366_11,11366_10169,"JANÓW",,1,N5   /03,2417879,0,0
"14",11366_11,11366_1017,"KAROLEW",,0,14   /03,2417222,0,0
"N5A",11366_11,11366_10170,"JANÓW",,1,N5   /51,2417879,0,0
"N5A",11366_11,11366_10171,"RADOGOSZCZ ZACHÓD",,0,N5   /51,2417881,0,0
"N5A",11366_11,11366_10172,"RADOGOSZCZ ZACHÓD",,0,N5   /52,2417880,0,0
"N5A",11366_11,11366_10174,"JANÓW",,1,N5   /52,2417879,0,0
"N5A",11366_11,11366_10175,"RADOGOSZCZ ZACHÓD",,0,N5   /52,2417881,0,0
"N5A",11366_11,11366_10176,"JANÓW",,1,N5   /53,2417879,0,0
"N5A",11366_11,11366_10177,"JANÓW",,0,N5   /54,2417882,0,0
"N5A",11366_11,11366_10179,"RADOGOSZCZ ZACHÓD",,0,N5   /54,2417881,0,0
"14",11366_11,11366_1018,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N5A",11366_11,11366_10180,"JANÓW",,1,N5   /54,2417879,0,0
"N5A",11366_11,11366_10181,"RADOGOSZCZ ZACHÓD",,0,N5   /54,2417881,0,0
"N5A",11366_11,11366_10182,"JANÓW",,1,N5   /54,2417879,0,0
"N5A",11366_11,11366_10183,"JANÓW",,0,N5   /55,2417882,0,0
"N5A",11366_11,11366_10185,"RADOGOSZCZ ZACHÓD",,0,N5   /55,2417881,0,0
"N5A",11366_11,11366_10186,"JANÓW",,1,N5   /55,2417879,0,0
"N5A",11366_11,11366_10187,"JANÓW",,0,N5   /57,2417882,0,0
"N5A",11366_11,11366_10189,"RADOGOSZCZ ZACHÓD",,0,N5   /57,2417881,0,0
"14",11366_11,11366_1019,"KAROLEW",,0,14   /03,2417222,0,0
"N5B",11366_11,11366_10190,"ANDRESPOL",,0,N5   /03,2417886,0,0
"N5B",11366_11,11366_10192,"RADOGOSZCZ ZACHÓD",,0,N5   /03,2417893,0,0
"N5B",11366_11,11366_10193,"ANDRESPOL",,0,N5   /51,2417895,0,0
"N5B",11366_11,11366_10195,"RADOGOSZCZ ZACHÓD",,0,N5   /51,2417893,0,0
"N5B",11366_11,11366_10196,"ANDRESPOL",,1,N5   /52,2417891,0,0
"N5B",11366_11,11366_10197,"ROKICIŃSKA-RONDO INWALIDÓW",,0,N5   /52,2417892,0,0
"N5B",11366_11,11366_10198,"RADOGOSZCZ ZACHÓD",,0,N5   /53,2417885,0,0
"1",11366_11,11366_102,"DOŁY",,0,1    /11,2417125,0,0
"14",11366_11,11366_1020,"DW. ŁÓDŹ DĄBROWA",,1,14   /03,2417220,0,0
"N5B",11366_11,11366_10200,"ANDRESPOL",,1,N5   /53,2417891,0,0
"N5B",11366_11,11366_10201,"RADOGOSZCZ ZACHÓD",,0,N5   /53,2417893,0,0
"N5B",11366_11,11366_10202,"ANDRESPOL",,1,N5   /55,2417891,0,0
"N5B",11366_11,11366_10203,"RADOGOSZCZ ZACHÓD",,0,N5   /55,2417893,0,0
"N5B",11366_11,11366_10204,"ANDRESPOL",,1,N5   /57,2417891,0,0
"N5B",11366_11,11366_10205,"RADOGOSZCZ ZACHÓD",,0,N5   /57,2417893,0,0
"N5B",11366_11,11366_10207,"N5B ZJAZD DO LIMANOWSKIEGO",,1,N5   /57,2417890,0,0
"N6",11366_11,11366_10208,"DW. ŁÓDŹ DĄBROWA",,0,N6   /51,2417488,0,0
"14",11366_11,11366_1021,"KAROLEW",,0,14   /03,2417222,0,0
"N6",11366_11,11366_10210,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /51,2417487,0,0
"N6",11366_11,11366_10211,"DW. ŁÓDŹ DĄBROWA",,1,N6   /51,2417486,0,0
"N6",11366_11,11366_10212,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /51,2417487,0,0
"N6",11366_11,11366_10213,"DW. ŁÓDŹ DĄBROWA",,1,N6   /51,2417486,0,0
"N6",11366_11,11366_10214,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /51,2417487,0,0
"N6",11366_11,11366_10215,"N6 ZJAZD DO LIMANOWSKIEGO",,1,N6   /51,2417484,0,0
"N6",11366_11,11366_10216,"DW. ŁÓDŹ DĄBROWA",,0,N6   /52,2417489,0,0
"N6",11366_11,11366_10218,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /52,2417487,0,0
"N6",11366_11,11366_10219,"DW. ŁÓDŹ DĄBROWA",,1,N6   /52,2417486,0,0
"N6",11366_11,11366_10220,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /52,2417487,0,0
"N6",11366_11,11366_10221,"DW. ŁÓDŹ DĄBROWA",,1,N6   /52,2417486,0,0
"N6",11366_11,11366_10223,"N6 ZJAZD DO LIMANOWSKIEGO",,1,N6   /52,2417485,0,0
"N6",11366_11,11366_10224,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /53,2417490,0,0
"N6",11366_11,11366_10225,"DW. ŁÓDŹ DĄBROWA",,1,N6   /53,2417486,0,0
"N6",11366_11,11366_10226,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /53,2417487,0,0
"N6",11366_11,11366_10227,"DW. ŁÓDŹ DĄBROWA",,1,N6   /53,2417486,0,0
"N6",11366_11,11366_10228,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /53,2417487,0,0
"N6",11366_11,11366_10229,"DW. ŁÓDŹ DĄBROWA",,1,N6   /53,2417486,0,0
"14",11366_11,11366_1023,"14 DO ZAJEZDNI TELEFONICZNA",,1,14   /03,2417218,0,0
"N6",11366_11,11366_10231,"N6 ZJAZD DO LIMANOWSKIEGO",,1,N6   /53,2417485,0,0
"N6",11366_11,11366_10232,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /54,2417482,0,0
"N6",11366_11,11366_10234,"DW. ŁÓDŹ DĄBROWA",,1,N6   /54,2417486,0,0
"N6",11366_11,11366_10235,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /54,2417487,0,0
"N6",11366_11,11366_10236,"DW. ŁÓDŹ DĄBROWA",,1,N6   /54,2417486,0,0
"N6",11366_11,11366_10237,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /54,2417487,0,0
"N6",11366_11,11366_10238,"DW. ŁÓDŹ DĄBROWA",,1,N6   /54,2417486,0,0
"14",11366_11,11366_1024,"DW. ŁÓDŹ DĄBROWA",,0,14   /04,2417223,0,0
"N6",11366_11,11366_10240,"N6 ZJAZD DO LIMANOWSKIEGO",,1,N6   /54,2417485,0,0
"N6",11366_11,11366_10241,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /55,2417482,0,0
"N6",11366_11,11366_10243,"DW. ŁÓDŹ DĄBROWA",,1,N6   /55,2417486,0,0
"N6",11366_11,11366_10244,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /55,2417487,0,0
"N6",11366_11,11366_10245,"DW. ŁÓDŹ DĄBROWA",,1,N6   /55,2417486,0,0
"N6",11366_11,11366_10246,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /55,2417487,0,0
"N6",11366_11,11366_10247,"N6 ZJAZD DO LIMANOWSKIEGO",,1,N6   /55,2417484,0,0
"N7A",11366_11,11366_10248,"NOWOSOLNA",,0,N7   /02,2417910,0,0
"N7A",11366_11,11366_10250,"RETKINIA",,1,N7   /02,2417908,0,0
"N7A",11366_11,11366_10251,"NOWOSOLNA",,0,N7   /02,2417909,0,0
"N7A",11366_11,11366_10252,"RETKINIA",,1,N7   /02,2417908,0,0
"N7A",11366_11,11366_10253,"RETKINIA",,0,N7   /03,2417905,0,0
"N7A",11366_11,11366_10255,"NOWOSOLNA",,0,N7   /03,2417909,0,0
"N7A",11366_11,11366_10256,"RETKINIA",,1,N7   /03,2417908,0,0
"N7A",11366_11,11366_10257,"NOWOSOLNA",,0,N7   /03,2417909,0,0
"N7A",11366_11,11366_10258,"RETKINIA",,1,N7   /03,2417908,0,0
"14",11366_11,11366_1026,"KAROLEW",,0,14   /04,2417222,0,0
"N7A",11366_11,11366_10260,"N7A ZJAZD DO NOWE SADY",,1,N7   /03,2417907,0,0
"N7A",11366_11,11366_10261,"NOWOSOLNA",,0,N7   /06,2417909,0,0
"N7A",11366_11,11366_10262,"RETKINIA",,1,N7   /06,2417908,0,0
"N7A",11366_11,11366_10263,"NOWOSOLNA",,0,N7   /06,2417909,0,0
"N7B",11366_11,11366_10264,"RETKINIA",,0,N7   /01,2417914,0,0
"N7B",11366_11,11366_10266,"TELEFONICZNA ZAJEZDNIA",,0,N7   /01,2417913,0,0
"N7B",11366_11,11366_10267,"RETKINIA",,1,N7   /01,2417911,0,0
"N7B",11366_11,11366_10268,"TELEFONICZNA ZAJEZDNIA",,0,N7   /01,2417913,0,0
"N7B",11366_11,11366_10269,"RETKINIA",,1,N7   /01,2417911,0,0
"14",11366_11,11366_1027,"DW. ŁÓDŹ DĄBROWA",,1,14   /04,2417220,0,0
"N7B",11366_11,11366_10271,"N7B ZJAZD DO NOWE SADY",,1,N7   /01,2417919,0,0
"N7B",11366_11,11366_10272,"TELEFONICZNA ZAJEZDNIA",,0,N7   /02,2417913,0,0
"N7B",11366_11,11366_10274,"N7B ZJAZD DO NOWE SADY",,1,N7   /02,2417916,0,0
"N7B",11366_11,11366_10275,"TELEFONICZNA ZAJEZDNIA",,0,N7   /04,2417915,0,0
"N7B",11366_11,11366_10276,"RETKINIA",,1,N7   /04,2417911,0,0
"N7B",11366_11,11366_10277,"TELEFONICZNA ZAJEZDNIA",,0,N7   /04,2417913,0,0
"N7B",11366_11,11366_10278,"RETKINIA",,1,N7   /04,2417911,0,0
"N7B",11366_11,11366_10279,"TELEFONICZNA ZAJEZDNIA",,0,N7   /04,2417913,0,0
"14",11366_11,11366_1028,"KAROLEW",,0,14   /04,2417222,0,0
"N7B",11366_11,11366_10280,"N7B ZJAZD DO NOWE SADY",,1,N7   /04,2417918,0,0
"N7B",11366_11,11366_10281,"RETKINIA",,0,N7   /05,2417912,0,0
"N7B",11366_11,11366_10283,"TELEFONICZNA ZAJEZDNIA",,0,N7   /05,2417913,0,0
"N7B",11366_11,11366_10284,"RETKINIA",,1,N7   /05,2417911,0,0
"N7B",11366_11,11366_10285,"TELEFONICZNA ZAJEZDNIA",,0,N7   /05,2417913,0,0
"N7B",11366_11,11366_10286,"RETKINIA",,1,N7   /05,2417911,0,0
"N7B",11366_11,11366_10288,"N7B ZJAZD DO NOWE SADY",,1,N7   /05,2417919,0,0
"N7B",11366_11,11366_10289,"TELEFONICZNA ZAJEZDNIA",,0,N7   /06,2417915,0,0
"14",11366_11,11366_1029,"DW. ŁÓDŹ DĄBROWA",,1,14   /04,2417220,0,0
"N7B",11366_11,11366_10290,"RETKINIA",,1,N7   /06,2417911,0,0
"N8",11366_11,11366_10291,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /01,2417874,0,0
"N8",11366_11,11366_10292,"JĘDRZEJÓW PRZEMYSŁOWY ZACHÓD",,1,N8   /01,2417877,0,0
"N8",11366_11,11366_10293,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /01,2417870,0,0
"N8",11366_11,11366_10294,"DW. ŁÓDŹ DĄBROWA",,1,N8   /01,2417878,0,0
"N8",11366_11,11366_10295,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /01,2417872,0,0
"N8",11366_11,11366_10296,"DW. ŁÓDŹ DĄBROWA",,1,N8   /01,2417878,0,0
"N8",11366_11,11366_10297,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /01,2417872,0,0
"N8",11366_11,11366_10298,"DW. ŁÓDŹ DĄBROWA",,1,N8   /01,2417878,0,0
"N8",11366_11,11366_10299,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /01,2417872,0,0
"1",11366_11,11366_103,"KILIŃSKIEGO MOCHNACKIEGO",,1,1    /11,2417124,0,0
"14",11366_11,11366_1030,"KAROLEW",,0,14   /04,2417222,0,0
"N8",11366_11,11366_10300,"DW. ŁÓDŹ DĄBROWA",,1,N8   /01,2417878,0,0
"N8",11366_11,11366_10302,"N8 ZJAZD DO NOWE SADY",,1,N8   /01,2417876,0,0
"N8",11366_11,11366_10303,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /02,2417874,0,0
"N8",11366_11,11366_10304,"DW. ŁÓDŹ DĄBROWA",,1,N8   /02,2417878,0,0
"N8",11366_11,11366_10305,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /02,2417872,0,0
"N8",11366_11,11366_10306,"DW. ŁÓDŹ DĄBROWA",,1,N8   /02,2417878,0,0
"N8",11366_11,11366_10307,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /02,2417872,0,0
"N8",11366_11,11366_10308,"DW. ŁÓDŹ DĄBROWA",,1,N8   /02,2417878,0,0
"N8",11366_11,11366_10309,"KOŚCIUSZKI 6 SIERPNIA",,0,N8   /02,2417872,0,0
